R,C,A,N,Total,T,seed,Tseq_mean,Tseq_std,Tpar_mean,Tpar_std,Speedup,Eficiencia
100,900,100,100,900000000,1,22,0.888539,0.003676,0.822701,0.001622,1.080027,1.080027
100,900,100,100,900000000,2,22,0.888539,0.003676,0.507553,0.002664,1.750633,0.875316
100,900,100,100,900000000,3,22,0.888539,0.003676,0.443812,0.003451,2.002062,0.667354
100,900,100,100,900000000,4,22,0.888539,0.003676,0.417879,0.003797,2.126307,0.531577
100,900,100,100,900000000,5,22,0.888539,0.003676,0.431812,0.001333,2.057699,0.411540
100,900,100,100,900000000,6,22,0.888539,0.003676,0.417388,0.001990,2.128808,0.354801
100,900,100,100,900000000,7,22,0.888539,0.003676,0.412084,0.003833,2.156208,0.308030
100,900,100,100,900000000,8,22,0.888539,0.003676,0.409598,0.010208,2.169295,0.271162
100,900,100,100,900000000,9,22,0.888539,0.003676,0.429008,0.004954,2.071148,0.230128
100,900,100,100,900000000,10,22,0.888539,0.003676,0.422203,0.002839,2.104530,0.210453
100,1000,100,100,1000000000,1,22,0.982449,0.001621,0.912074,0.003316,1.077159,1.077159
100,1000,100,100,1000000000,2,22,0.982449,0.001621,0.559937,0.002511,1.754571,0.877285
100,1000,100,100,1000000000,3,22,0.982449,0.001621,0.490900,0.005166,2.001322,0.667107
100,1000,100,100,1000000000,4,22,0.982449,0.001621,0.458342,0.001574,2.143485,0.535871
100,1000,100,100,1000000000,5,22,0.982449,0.001621,0.475521,0.003153,2.066048,0.413210
100,1000,100,100,1000000000,6,22,0.982449,0.001621,0.462885,0.005103,2.122447,0.353741
100,1000,100,100,1000000000,7,22,0.982449,0.001621,0.452750,0.000834,2.169959,0.309994
100,1000,100,100,1000000000,8,22,0.982449,0.001621,0.449846,0.002267,2.183967,0.272996
100,1000,100,100,1000000000,9,22,0.982449,0.001621,0.469701,0.002810,2.091648,0.232405
100,1000,100,100,1000000000,10,22,0.982449,0.001621,0.465071,0.002189,2.112471,0.211247
100,100,100,100,100000000,1,23,0.102095,0.000908,0.094853,0.000411,1.076350,1.076350
100,100,100,100,100000000,2,23,0.102095,0.000908,0.059619,0.000400,1.712457,0.856229
100,100,100,100,100000000,3,23,0.102095,0.000908,0.052534,0.000936,1.943408,0.647803
100,100,100,100,100000000,4,23,0.102095,0.000908,0.049133,0.000353,2.077931,0.519483
100,100,100,100,100000000,5,23,0.102095,0.000908,0.050678,0.000348,2.014582,0.402916
100,100,100,100,100000000,6,23,0.102095,0.000908,0.049138,0.000178,2.077720,0.346287
100,100,100,100,100000000,7,23,0.102095,0.000908,0.049261,0.001131,2.072532,0.296076
100,100,100,100,100000000,8,23,0.102095,0.000908,0.049154,0.002130,2.077044,0.259630
100,100,100,100,100000000,9,23,0.102095,0.000908,0.050779,0.000525,2.010575,0.223397
100,100,100,100,100000000,10,23,0.102095,0.000908,0.050254,0.000542,2.031580,0.203158
100,100,300,100,300000000,1,23,0.294449,0.001207,0.272450,0.002597,1.080745,1.080745
100,100,300,100,300000000,2,23,0.294449,0.001207,0.168716,0.001768,1.745235,0.872617
100,100,300,100,300000000,3,23,0.294449,0.001207,0.148470,0.003177,1.983222,0.661074
100,100,300,100,300000000,4,23,0.294449,0.001207,0.139316,0.002282,2.113533,0.528383
100,100,300,100,300000000,5,23,0.294449,0.001207,0.143324,0.000420,2.054429,0.410886
100,100,300,100,300000000,6,23,0.294449,0.001207,0.139528,0.001717,2.110322,0.351720
100,100,300,100,300000000,7,23,0.294449,0.001207,0.136922,0.001032,2.150487,0.307212
100,100,300,100,300000000,8,23,0.294449,0.001207,0.137952,0.007080,2.134431,0.266804
100,100,300,100,300000000,9,23,0.294449,0.001207,0.142762,0.001683,2.062517,0.229169
100,100,300,100,300000000,10,23,0.294449,0.001207,0.139944,0.000864,2.104049,0.210405
100,100,500,100,500000000,1,23,0.487131,0.002392,0.449305,0.001076,1.084188,1.084188
100,100,500,100,500000000,2,23,0.487131,0.002392,0.276607,0.001184,1.761094,0.880547
100,100,500,100,500000000,3,23,0.487131,0.002392,0.243341,0.003296,2.001845,0.667282
100,100,500,100,500000000,4,23,0.487131,0.002392,0.228678,0.003176,2.130205,0.532551
100,100,500,100,500000000,5,23,0.487131,0.002392,0.236850,0.002657,2.056707,0.411341
100,100,500,100,500000000,6,23,0.487131,0.002392,0.229386,0.002576,2.123630,0.353938
100,100,500,100,500000000,7,23,0.487131,0.002392,0.225474,0.001621,2.160475,0.308639
100,100,500,100,500000000,8,23,0.487131,0.002392,0.224599,0.003349,2.168892,0.271112
100,100,500,100,500000000,9,23,0.487131,0.002392,0.234096,0.001717,2.080903,0.231211
100,100,500,100,500000000,10,23,0.487131,0.002392,0.232038,0.000813,2.099359,0.209936
100,100,700,100,700000000,1,23,0.691865,0.002377,0.640329,0.001461,1.080484,1.080484
100,100,700,100,700000000,2,23,0.691865,0.002377,0.402685,0.003061,1.718130,0.859065
100,100,700,100,700000000,3,23,0.691865,0.002377,0.353529,0.001047,1.957025,0.652342
100,100,700,100,700000000,4,23,0.691865,0.002377,0.334954,0.002710,2.065552,0.516388
100,100,700,100,700000000,5,23,0.691865,0.002377,0.344752,0.000352,2.006848,0.401370
100,100,700,100,700000000,6,23,0.691865,0.002377,0.334791,0.000647,2.066558,0.344426
100,100,700,100,700000000,7,23,0.691865,0.002377,0.331197,0.001173,2.088983,0.298426
100,100,700,100,700000000,8,23,0.691865,0.002377,0.328984,0.001617,2.103035,0.262879
100,100,700,100,700000000,9,23,0.691865,0.002377,0.342025,0.002127,2.022849,0.224761
100,100,700,100,700000000,10,23,0.691865,0.002377,0.338140,0.001680,2.046090,0.204609
100,100,900,100,900000000,1,23,0.855937,0.002084,0.791626,0.001173,1.081239,1.081239
100,100,900,100,900000000,2,23,0.855937,0.002084,0.486661,0.001647,1.758795,0.879398
100,100,900,100,900000000,3,23,0.855937,0.002084,0.424498,0.001870,2.016351,0.672117
100,100,900,100,900000000,4,23,0.855937,0.002084,0.405241,0.006558,2.112168,0.528042
100,100,900,100,900000000,5,23,0.855937,0.002084,0.415598,0.002263,2.059531,0.411906
100,100,900,100,900000000,6,23,0.855937,0.002084,0.402839,0.002273,2.124762,0.354127
100,100,900,100,900000000,7,23,0.855937,0.002084,0.397179,0.003567,2.155041,0.307863
100,100,900,100,900000000,8,23,0.855937,0.002084,0.393705,0.003084,2.174057,0.271757
100,100,900,100,900000000,9,23,0.855937,0.002084,0.411787,0.002453,2.078592,0.230955
100,100,900,100,900000000,10,23,0.855937,0.002084,0.405983,0.001097,2.108307,0.210831
100,100,1000,100,1000000000,1,23,0.971894,0.003925,0.898118,0.002570,1.082145,1.082145
100,100,1000,100,1000000000,2,23,0.971894,0.003925,0.560530,0.006278,1.733884,0.866942
100,100,1000,100,1000000000,3,23,0.971894,0.003925,0.489014,0.001236,1.987456,0.662485
100,100,1000,100,1000000000,4,23,0.971894,0.003925,0.477184,0.018682,2.036728,0.509182
100,100,1000,100,1000000000,5,23,0.971894,0.003925,0.477972,0.001802,2.033370,0.406674
100,100,1000,100,1000000000,6,23,0.971894,0.003925,0.463308,0.001287,2.097728,0.349621
100,100,1000,100,1000000000,7,23,0.971894,0.003925,0.457785,0.003742,2.123036,0.303291
100,100,1000,100,1000000000,8,23,0.971894,0.003925,0.462434,0.018746,2.101692,0.262712
100,100,1000,100,1000000000,9,23,0.971894,0.003925,0.475654,0.003966,2.043279,0.227031
100,100,1000,100,1000000000,10,23,0.971894,0.003925,0.475389,0.011679,2.044418,0.204442
100,100,100,100,100000000,1,24,0.099603,0.000829,0.093165,0.002042,1.069103,1.069103
100,100,100,100,100000000,2,24,0.099603,0.000829,0.057341,0.000568,1.737029,0.868515
100,100,100,100,100000000,3,24,0.099603,0.000829,0.050380,0.002004,1.977035,0.659012
100,100,100,100,100000000,4,24,0.099603,0.000829,0.046760,0.000665,2.130090,0.532522
100,100,100,100,100000000,5,24,0.099603,0.000829,0.048571,0.001164,2.050668,0.410134
100,100,100,100,100000000,6,24,0.099603,0.000829,0.046778,0.000516,2.129270,0.354878
100,100,100,100,100000000,7,24,0.099603,0.000829,0.046523,0.000802,2.140941,0.305849
100,100,100,100,100000000,8,24,0.099603,0.000829,0.045692,0.000216,2.179878,0.272485
100,100,100,100,100000000,9,24,0.099603,0.000829,0.048612,0.001058,2.048939,0.227660
100,100,100,100,100000000,10,24,0.099603,0.000829,0.047555,0.000602,2.094480,0.209448
100,100,100,300,300000000,1,24,0.253293,0.002093,0.188274,0.004164,1.345342,1.345342
100,100,100,300,300000000,2,24,0.253293,0.002093,0.135943,0.003810,1.863229,0.931615
100,100,100,300,300000000,3,24,0.253293,0.002093,0.125732,0.001001,2.014547,0.671516
100,100,100,300,300000000,4,24,0.253293,0.002093,0.121448,0.001367,2.085609,0.521402
100,100,100,300,300000000,5,24,0.253293,0.002093,0.129133,0.004364,1.961489,0.392298
100,100,100,300,300000000,6,24,0.253293,0.002093,0.123814,0.001247,2.045754,0.340959
100,100,100,300,300000000,7,24,0.253293,0.002093,0.122789,0.000462,2.062831,0.294690
100,100,100,300,300000000,8,24,0.253293,0.002093,0.124124,0.001696,2.040645,0.255081
100,100,100,300,300000000,9,24,0.253293,0.002093,0.126342,0.001673,2.004820,0.222758
100,100,100,300,300000000,10,24,0.253293,0.002093,0.124588,0.000749,2.033045,0.203304
100,100,100,500,500000000,1,24,0.404686,0.004304,0.295051,0.017303,1.371580,1.371580
100,100,100,500,500000000,2,24,0.404686,0.004304,0.205107,0.001405,1.973048,0.986524
100,100,100,500,500000000,3,24,0.404686,0.004304,0.195135,0.003079,2.073877,0.691292
100,100,100,500,500000000,4,24,0.404686,0.004304,0.189411,0.001067,2.136550,0.534137
100,100,100,500,500000000,5,24,0.404686,0.004304,0.197610,0.002384,2.047902,0.409580
100,100,100,500,500000000,6,24,0.404686,0.004304,0.193868,0.000427,2.087431,0.347905
100,100,100,500,500000000,7,24,0.404686,0.004304,0.193191,0.000740,2.094746,0.299249
100,100,100,500,500000000,8,24,0.404686,0.004304,0.195303,0.006444,2.072093,0.259012
100,100,100,500,500000000,9,24,0.404686,0.004304,0.197328,0.001528,2.050829,0.227870
100,100,100,500,500000000,10,24,0.404686,0.004304,0.195928,0.002468,2.065483,0.206548
100,100,100,700,700000000,1,24,0.560144,0.004088,0.363508,0.001862,1.540940,1.540940
100,100,100,700,700000000,2,24,0.560144,0.004088,0.279736,0.001786,2.002402,1.001201
100,100,100,700,700000000,3,24,0.560144,0.004088,0.269517,0.003142,2.078325,0.692775
100,100,100,700,700000000,4,24,0.560144,0.004088,0.262861,0.002898,2.130951,0.532738
100,100,100,700,700000000,5,24,0.560144,0.004088,0.271898,0.000818,2.060125,0.412025
100,100,100,700,700000000,6,24,0.560144,0.004088,0.268698,0.001017,2.084660,0.347443
100,100,100,700,700000000,7,24,0.560144,0.004088,0.267770,0.000751,2.091885,0.298841
100,100,100,700,700000000,8,24,0.560144,0.004088,0.268480,0.002364,2.086353,0.260794
100,100,100,700,700000000,9,24,0.560144,0.004088,0.271854,0.001591,2.060459,0.228940
100,100,100,700,700000000,10,24,0.560144,0.004088,0.271579,0.003984,2.062545,0.206255
100,100,100,900,900000000,1,24,0.712067,0.001242,0.451895,0.002211,1.575736,1.575736
100,100,100,900,900000000,2,24,0.712067,0.001242,0.353703,0.003051,2.013178,1.006589
100,100,100,900,900000000,3,24,0.712067,0.001242,0.340521,0.002877,2.091110,0.697037
100,100,100,900,900000000,4,24,0.712067,0.001242,0.333827,0.003983,2.133042,0.533260
100,100,100,900,900000000,5,24,0.712067,0.001242,0.344388,0.001081,2.067630,0.413526
100,100,100,900,900000000,6,24,0.712067,0.001242,0.340087,0.001538,2.093779,0.348963
100,100,100,900,900000000,7,24,0.712067,0.001242,0.340630,0.002993,2.090441,0.298634
100,100,100,900,900000000,8,24,0.712067,0.001242,0.341171,0.003187,2.087126,0.260891
100,100,100,900,900000000,9,24,0.712067,0.001242,0.345212,0.001746,2.062695,0.229188
100,100,100,900,900000000,10,24,0.712067,0.001242,0.343466,0.003242,2.073180,0.207318
100,100,100,1000,1000000000,1,24,0.789693,0.002575,0.497049,0.005064,1.588763,1.588763
100,100,100,1000,1000000000,2,24,0.789693,0.002575,0.388272,0.001599,2.033865,1.016933
100,100,100,1000,1000000000,3,24,0.789693,0.002575,0.375013,0.001818,2.105775,0.701925
100,100,100,1000,1000000000,4,24,0.789693,0.002575,0.366222,0.000947,2.156323,0.539081
100,100,100,1000,1000000000,5,24,0.789693,0.002575,0.380306,0.002734,2.076467,0.415293
100,100,100,1000,1000000000,6,24,0.789693,0.002575,0.376045,0.001352,2.099996,0.349999
100,100,100,1000,1000000000,7,24,0.789693,0.002575,0.377863,0.006106,2.089892,0.298556
100,100,100,1000,1000000000,8,24,0.789693,0.002575,0.380846,0.008172,2.073523,0.259190
100,100,100,1000,1000000000,9,24,0.789693,0.002575,0.380445,0.002566,2.075709,0.230634
100,100,100,1000,1000000000,10,24,0.789693,0.002575,0.378715,0.003606,2.085191,0.208519
10,1000,10000,10,1000000000,1,31,3.350580,0.007874,4.517032,0.013238,0.741766,0.741766
10,1000,10000,10,1000000000,2,31,3.350580,0.007874,2.574558,0.004302,1.301420,0.650710
10,1000,10000,10,1000000000,3,31,3.350580,0.007874,1.987611,0.002893,1.685732,0.561911
10,1000,10000,10,1000000000,4,31,3.350580,0.007874,1.700642,0.006903,1.970185,0.492546
10,1000,10000,10,1000000000,5,31,3.350580,0.007874,1.630108,0.010058,2.055434,0.411087
10,1000,10000,10,1000000000,6,31,3.350580,0.007874,1.525852,0.004896,2.195875,0.365979
10,1000,10000,10,1000000000,7,31,3.350580,0.007874,1.464374,0.006614,2.288063,0.326866
10,1000,10000,10,1000000000,8,31,3.350580,0.007874,1.448655,0.021914,2.312890,0.289111
10,1000,10000,10,1000000000,9,31,3.350580,0.007874,1.558909,0.011922,2.149311,0.238812
10,1000,10000,10,1000000000,10,31,3.350580,0.007874,1.505155,0.010611,2.226070,0.222607
10,100,100,100,10000000,1,41,0.010413,0.000159,0.009778,0.000173,1.064942,1.064942
10,100,100,100,10000000,2,41,0.010413,0.000159,0.006677,0.000123,1.559533,0.779766
10,100,100,100,10000000,3,41,0.010413,0.000159,0.005792,0.000059,1.797825,0.599275
10,100,100,100,10000000,4,41,0.010413,0.000159,0.005455,0.000046,1.908891,0.477223
10,100,100,100,10000000,5,41,0.010413,0.000159,0.005659,0.000088,1.840078,0.368016
10,100,100,100,10000000,6,41,0.010413,0.000159,0.005580,0.000077,1.866129,0.311022
10,100,100,100,10000000,7,41,0.010413,0.000159,0.005701,0.000147,1.826522,0.260932
10,100,100,100,10000000,8,41,0.010413,0.000159,0.005857,0.000210,1.777873,0.222234
10,100,100,100,10000000,9,41,0.010413,0.000159,0.006248,0.000108,1.666613,0.185179
10,100,100,100,10000000,10,41,0.010413,0.000159,0.006050,0.000081,1.721157,0.172116
10000,10,10,10,10000000,1,41,0.040424,0.000207,0.051247,0.000146,0.788807,0.788807
10000,10,10,10,10000000,2,41,0.040424,0.000207,0.029210,0.000437,1.383910,0.691955
10000,10,10,10,10000000,3,41,0.040424,0.000207,0.021517,0.000233,1.878701,0.626234
10000,10,10,10,10000000,4,41,0.040424,0.000207,0.018268,0.001077,2.212831,0.553208
10000,10,10,10,10000000,5,41,0.040424,0.000207,0.018133,0.000138,2.229306,0.445861
10000,10,10,10,10000000,6,41,0.040424,0.000207,0.016390,0.000085,2.466382,0.411064
10000,10,10,10,10000000,7,41,0.040424,0.000207,0.015504,0.000326,2.607327,0.372475
10000,10,10,10,10000000,8,41,0.040424,0.000207,0.015079,0.000321,2.680814,0.335102
10000,10,10,10,10000000,9,41,0.040424,0.000207,0.018993,0.000420,2.128363,0.236485
10000,10,10,10,10000000,10,41,0.040424,0.000207,0.018137,0.000318,2.228814,0.222881
100,10,100,100,10000000,1,42,0.010245,0.000082,0.009646,0.000089,1.062098,1.062098
100,10,100,100,10000000,2,42,0.010245,0.000082,0.006500,0.000121,1.576154,0.788077
100,10,100,100,10000000,3,42,0.010245,0.000082,0.005607,0.000113,1.827180,0.609060
100,10,100,100,10000000,4,42,0.010245,0.000082,0.005243,0.000105,1.954034,0.488508
100,10,100,100,10000000,5,42,0.010245,0.000082,0.005419,0.000038,1.890570,0.378114
100,10,100,100,10000000,6,42,0.010245,0.000082,0.005270,0.000051,1.944023,0.324004
100,10,100,100,10000000,7,42,0.010245,0.000082,0.005209,0.000104,1.966788,0.280970
100,10,100,100,10000000,8,42,0.010245,0.000082,0.005310,0.000069,1.929379,0.241172
100,10,100,100,10000000,9,42,0.010245,0.000082,0.006045,0.000215,1.694789,0.188310
100,10,100,100,10000000,10,42,0.010245,0.000082,0.005826,0.000147,1.758496,0.175850
10,10000,10,10,10000000,1,42,0.038820,0.000342,0.049699,0.000169,0.781102,0.781102
10,10000,10,10,10000000,2,42,0.038820,0.000342,0.029117,0.000346,1.333242,0.666621
10,10000,10,10,10000000,3,42,0.038820,0.000342,0.022489,0.000224,1.726177,0.575392
10,10000,10,10,10000000,4,42,0.038820,0.000342,0.019334,0.000458,2.007862,0.501965
10,10000,10,10,10000000,5,42,0.038820,0.000342,0.018875,0.000233,2.056689,0.411338
10,10000,10,10,10000000,6,42,0.038820,0.000342,0.018172,0.000485,2.136254,0.356042
10,10000,10,10,10000000,7,42,0.038820,0.000342,0.017334,0.000112,2.239529,0.319933
10,10000,10,10,10000000,8,42,0.038820,0.000342,0.018288,0.002997,2.122703,0.265338
10,10000,10,10,10000000,9,42,0.038820,0.000342,0.020021,0.000304,1.938964,0.215440
10,10000,10,10,10000000,10,42,0.038820,0.000342,0.019382,0.000324,2.002889,0.200289
100,100,10,100,10000000,1,43,0.010450,0.000336,0.009660,0.000055,1.081781,1.081781
100,100,10,100,10000000,2,43,0.010450,0.000336,0.006489,0.000189,1.610418,0.805209
100,100,10,100,10000000,3,43,0.010450,0.000336,0.005719,0.000084,1.827243,0.609081
100,100,10,100,10000000,4,43,0.010450,0.000336,0.005292,0.000050,1.974679,0.493670
100,100,10,100,10000000,5,43,0.010450,0.000336,0.005450,0.000049,1.917431,0.383486
100,100,10,100,10000000,6,43,0.010450,0.000336,0.005381,0.000049,1.942018,0.323670
100,100,10,100,10000000,7,43,0.010450,0.000336,0.005389,0.000041,1.939135,0.277019
100,100,10,100,10000000,8,43,0.010450,0.000336,0.006752,0.003731,1.547690,0.193461
100,100,10,100,10000000,9,43,0.010450,0.000336,0.006146,0.000068,1.700293,0.188921
100,100,10,100,10000000,10,43,0.010450,0.000336,0.005995,0.000107,1.743119,0.174312
10,10,10000,10,10000000,1,43,0.035721,0.000347,0.047141,0.000536,0.757748,0.757748
10,10,10000,10,10000000,2,43,0.035721,0.000347,0.027513,0.000435,1.298332,0.649166
10,10,10000,10,10000000,3,43,0.035721,0.000347,0.021498,0.000197,1.661596,0.553865
10,10,10000,10,10000000,4,43,0.035721,0.000347,0.017955,0.000217,1.989474,0.497368
10,10,10000,10,10000000,5,43,0.035721,0.000347,0.017557,0.000433,2.034573,0.406915
10,10,10000,10,10000000,6,43,0.035721,0.000347,0.016533,0.000204,2.160588,0.360098
10,10,10000,10,10000000,7,43,0.035721,0.000347,0.016093,0.000460,2.219661,0.317094
10,10,10000,10,10000000,8,43,0.035721,0.000347,0.015949,0.000232,2.239702,0.279963
10,10,10000,10,10000000,9,43,0.035721,0.000347,0.018470,0.000317,1.934001,0.214889
10,10,10000,10,10000000,10,44,0.035721,0.000347,0.017463,0.000231,2.045525,0.204552
100,100,100,10,10000000,1,44,0.037321,0.000671,0.048414,0.000213,0.770872,0.770872
100,100,100,10,10000000,2,44,0.037321,0.000671,0.027927,0.001686,1.336377,0.668188
100,100,100,10,10000000,3,44,0.037321,0.000671,0.020019,0.000228,1.864279,0.621426
100,100,100,10,10000000,4,44,0.037321,0.000671,0.016928,0.000804,2.204690,0.551173
100,100,100,10,10000000,5,44,0.037321,0.000671,0.016179,0.000084,2.306756,0.461351
100,100,100,10,10000000,6,44,0.037321,0.000671,0.014870,0.000156,2.509818,0.418303
100,100,100,10,10000000,7,44,0.037321,0.000671,0.014162,0.000662,2.635292,0.376470
100,100,100,10,10000000,8,44,0.037321,0.000671,0.014285,0.001408,2.612601,0.326575
100,100,100,10,10000000,9,44,0.037321,0.000671,0.017232,0.000138,2.165796,0.240644
100,100,100,10,10000000,10,44,0.037321,0.000671,0.016236,0.000148,2.298657,0.229866
10,10,10,10000,10000000,1,44,0.007851,0.000037,0.004842,0.000025,1.621437,1.621437
10,10,10,10000,10000000,2,44,0.007851,0.000037,0.004365,0.000068,1.798625,0.899313
10,10,10,10000,10000000,3,44,0.007851,0.000037,0.004169,0.000073,1.883185,0.627728
10,10,10,10000,10000000,4,44,0.007851,0.000037,0.004107,0.000073,1.911614,0.477904
10,10,10,10000,10000000,5,44,0.007851,0.000037,0.004212,0.000075,1.863960,0.372792
10,10,10,10000,10000000,6,44,0.007851,0.000037,0.004165,0.000068,1.884994,0.314166
10,10,10,10000,10000000,7,44,0.007851,0.000037,0.004229,0.000070,1.856467,0.265210
10,10,10,10000,10000000,8,44,0.007851,0.000037,0.004412,0.000177,1.779465,0.222433
10,10,10,10000,10000000,9,44,0.007851,0.000037,0.004642,0.000083,1.691297,0.187922
10,10,10,10000,10000000,10,44,0.007851,0.000037,0.004580,0.000072,1.714192,0.171419

